,time,x_accel,y_accel,z_accel
0,0.0012238025665283203,1.7593130099999998,1.68282114,11.62676424
1,0.0026090145111083984,-3.0596748,-1.14737805,10.86184554
2,0.003537416458129883,0.07649186999999999,-6.348825209999999,9.102532529999998
3,0.004445552825927734,-0.38245935,-0.7649187,10.096926839999998
4,0.005350828170776367,0.84141057,-0.6884268299999999,8.031646349999999
5,0.00623321533203125,0.07649186999999999,1.68282114,9.790959359999999
6,0.007110595703125,1.6063292699999998,4.895479679999999,8.567089439999998
7,0.008687734603881836,4.5895122,5.58390651,10.096926839999998
8,0.009604215621948242,-3.6716097599999995,0.45895121999999994,9.484991879999999
9,0.010512113571166992,-5.124955289999999,-7.190235779999999,9.102532529999998
10,0.011415481567382812,0.6884268299999999,-5.58390651,9.637975619999999
11,0.012307167053222656,3.6716097599999995,-0.30596747999999996,10.47938619
12,0.013208866119384766,1.8358048799999998,-0.5354430899999999,7.266727649999999
13,0.01409769058227539,3.6716097599999995,3.9010853699999997,9.714467489999999
14,0.014973640441894531,8.337613829999999,8.337613829999999,10.326402449999998
15,0.01585674285888672,-0.6119349599999999,4.130560979999999,12.850634159999998
16,0.016736745834350586,-3.44213415,-5.048463419999999,10.47938619
17,0.017613887786865234,-5.88987399,-1.45334553,9.637975619999999
18,0.018494129180908203,-6.807776429999999,-9.790959359999999,10.096926839999998
19,0.019372224807739258,-2.4477398399999997,-7.649186999999999,8.031646349999999
20,0.020249128341674805,0.6119349599999999,-1.6063292699999998,9.867451229999999
21,0.021125078201293945,4.130560979999999,0.5354430899999999,9.1790244
22,0.022001266479492188,9.102532529999998,5.354430899999999,8.873056919999998
23,0.022877931594848633,1.14737805,4.51302033,8.72007318
24,0.02375483512878418,2.2182642299999995,7.190235779999999,10.096926839999998
25,0.024631500244140625,-5.88987399,-5.354430899999999,13.38607725
26,0.025519132614135742,-4.66600407,2.2947561,9.33200814
27,0.026457786560058594,-2.7537073199999997,-6.04285773,8.796565049999998
28,0.02738022804260254,-1.9122967499999997,-4.97197155,9.02604066
29,0.028291702270507812,4.283544719999999,-2.1417723599999996,9.790959359999999
30,0.029193878173828125,-3.8245934999999993,-1.68282114,7.725678869999999
31,0.03007674217224121,6.8842683,6.73128456,11.932731719999998
32,0.03095245361328125,2.0652804899999997,3.5186260199999997,6.73128456
33,0.03185582160949707,4.66600407,3.9775772399999996,11.320796759999999
34,0.03273463249206543,-0.30596747999999996,2.8301991899999996,11.244304889999999
35,0.03361105918884277,-1.30036179,0.9943943099999999,9.867451229999999
36,0.034487247467041016,-9.02604066,-10.55587806,8.337613829999999
37,0.03536415100097656,-2.9831829299999995,-7.419711389999999,10.63236993
38,0.0362401008605957,2.0652804899999997,0.7649187,8.261121959999999
39,0.03711652755737305,1.0708861799999998,-1.0708861799999998,9.33200814
40,0.037992000579833984,6.73128456,7.57269513,11.091321149999999
41,0.03886747360229492,4.5895122,6.807776429999999,8.414105699999999
